feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
0.1673710387973038,0.847491437951936,1.2753232187337846,1.2209062883670923,0.4224746225229165,-0.5940052362571543,1.3617826692941546,0.11573920990811337,-0.13419500280744806,0.4677413805402171
-3.5973133172304443,0.4371866450773622,0.40852564346642833,0.22700737292566536,1.2239324852512392,1.1223352026932327,-0.4827531655555752,0.9906579844114456,-1.2834362265848274,0.6297899978911502
0.9515178831839337,-0.9365513341523338,-1.3726015007686116,0.2942339352597471,0.9296904499833076,1.3900686747213429,0.5152996536865059,-2.3978122935053174,1.6682407822088858,0.46691616933695446
1.1952295126440857,-0.017319166009322904,-1.1770908868626295,-0.8132123930552773,-0.058606594372733634,-0.3535129123186971,-0.19057311385497536,1.8719297826526295,0.4051883671879287,-1.6984811710571643
0.621400491322384,0.105258159904573,1.698312723786678,0.26363864392619796,1.0939422153371445,-0.2476231103122397,-0.7107673394836667,0.03506396885217274,2.259915700003533,0.6380544938265549
-0.7307286754115743,-0.3866497121984366,-1.8282435275587092,-0.37754995007471726,0.24535936980253542,0.18079839166111464,-0.35664534728307284,0.3073490941946824,1.1526220504751954,1.039660202959272
-0.5385205406058384,0.8680130829638344,-1.0942047947648832,0.9233104763156335,1.3087753420468504,-0.2494276370592057,-1.4187928649827724,2.2573454823610355,-0.4318216137061291,-0.6461056483630402
0.19544198267645585,-0.2886294522489419,-0.5543645001620213,1.5080495235963773,0.9860758982507218,-0.46334159580786877,0.26340218423054035,0.361338846776006,0.7865579032985044,-0.23675268647513786
-0.6344742711540068,0.31301375927213176,-0.8497705519471289,-2.058297945924891,0.3228802005121338,-0.7148069958444402,-0.6548111232923932,-0.11693383369839998,0.22034761767955888,-0.09494726794522439
0.6901662977372764,0.6027378593082144,-0.16719832053401484,-0.38510568607920465,0.034708838190908926,0.379057721541469,-1.6047519459384942,-0.9114598334365409,0.24395187700458276,-0.8653249445908336
-0.28042881644530127,0.8609830364442342,-0.8242801739575333,-0.34676452470905406,-2.3552010603331195,-0.5772522112113694,1.2900185573341898,0.2564112113946719,-1.1744837350278399,-0.966007880032746
0.05320899676303564,0.9304574872495589,2.826221074459218,-0.7296544419331246,-1.1960550168906838,-0.2704782710659072,-0.6123674383681151,0.921502661388147,0.5630899459962115,-0.29795267126710123
1.31562421504103,0.36581720724857564,-1.3764244925164255,-0.2532082872461091,-2.212254100461343,1.951376408297411,0.19020714728235752,0.9282326897821018,-0.3541057237415322,0.08568081048653574
0.29500000674522353,-1.051914121235309,1.2024936661135073,0.015124182702327774,1.2574240365273732,0.9507125752059887,0.6139883907555843,0.15447977604463248,-1.0710665294410102,1.1079410371097826
0.17797763696831428,0.2248623866825632,-0.9347089755474103,1.1909998855655757,-0.34902006998690627,-0.6828002312799042,0.5317914275428516,1.9082002657627672,0.356504546155031,0.9482726385579137
1.107734295563275,0.5470366961631637,0.9120757123018242,0.06629188256900219,-0.6453384961081712,-0.5176570423158723,-0.4687784370186329,-0.09677725583666712,-0.3132712814541777,2.2901194067245307
-0.34337449535186315,-0.6943748335237862,-0.16566638957468308,-0.45803224428568584,-0.30644289296017585,1.1900894011458034,-0.5808722988636995,0.4354747668581634,-1.0871398891179676,-0.37575004502323095
-0.13802542926519748,0.4919486336606549,0.49893892598243267,-0.7034013277559371,-1.6197618690857218,-0.9043479533547281,1.253035151314139,0.7546171872730006,-1.1350431088758404,-0.9173458403308965
-0.1043377526056555,-0.6824242422371742,-1.293782339958663,0.69756480438947,-0.12540273752541853,0.893729889075671,-1.2058141677606138,-1.5448948734242782,0.2969613118863848,-0.7379247805319177
0.02715691090270218,-0.17436988783265095,1.0189098060079829,1.1722398598270691,-0.05822244680175708,0.12323122275640243,0.18753156778540242,2.248831235330141,0.19226590365752533,0.12275725644019936
1.278556715808602,0.3002826885866921,-1.2726797334137265,-1.4757214840172983,-1.3406509571909146,0.3665912682551883,-0.08451784917250503,0.11566748973326985,-0.518663200885261,0.5349767827417989
-1.2616940822419018,-0.7279495334201705,0.09835719225290578,0.8758497619542369,-0.6357489513374595,2.3345307940628084,0.13115474063413912,0.47559705892435356,-0.8338287870581662,-0.029554260188523158
-0.9748373580362193,-0.8835068499470285,-0.215478318007101,0.022639224151735686,-0.859851236181542,1.455175699385404,0.6932959604273012,-0.734342420144119,1.2693664515088359,2.759767511714975
0.11940600183127636,0.059626307974525936,0.24975057125528652,1.3424720502283898,0.617878855735025,0.15348404636720425,0.2413748259415114,-0.5232125207274972,0.5906202121633253,-0.6546241738891486
0.4866608802915218,-1.047688137483558,0.25504419298263376,-2.1916137698677667,0.29952381764214303,1.81061336471768,-0.08354622943759975,1.1089310567583976,0.3077289692467113,-1.2752261556092885
0.2140252626635157,1.6122936784567579,0.7283498310941898,1.23102514312187,-0.33156573934004635,-0.25634703245548773,-2.4239131208282925,1.1248647175040758,0.7049093407330744,0.8107371703631477
-1.6433628232510549,0.2857431036083536,0.6155739302856024,-0.4803615639155487,-1.0556535065055652,0.5077093785395178,2.4407561347653033,-0.3995821038346635,1.6102505217217067,0.09166848072525341
-0.4172090722586124,-0.8247718663093293,0.7913956539848099,-0.5451588797929124,1.3752224290128396,-0.40865970349803343,0.6249595482586559,1.6599074125743163,-0.4912944620675874,0.5692111892626224
1.7259439764026947,0.9832430428437151,-1.4234546866576985,-0.7747190169313385,-0.21971419660658684,0.25717169205686236,0.21214926010734575,-0.7953725724015158,0.7218366591966218,-0.7714297236639225
0.9016704304934314,-0.7355332443391275,-0.03697142998269811,0.18677444237620966,-0.04969498025630709,-0.6583250369188729,0.8667806769022756,-1.5882841903745877,0.9688267023574276,-1.8998444498640317
2.256084049333939,-0.9529703141220115,-0.7360205271446821,-0.9596747756957624,1.2237016198568678,0.5702685489355493,0.9196691225761329,-0.1638487465927082,-0.0364820641739209,-0.5265531162867899
1.6856805028643482,1.5928381729713337,-0.46124659269795587,-0.785000801394773,-0.5556853160433416,1.2410722809823265,0.5893335517631072,-1.2149855581485955,-0.11967972150439359,-1.038423337625847
-0.25471880137957076,0.11238248448868189,0.14084480600625313,1.0478839656122592,0.7812861806399288,-1.4441774058785337,-1.2639531463610083,0.30199695759642065,0.7812142778833242,2.076200533885349
